nsys profile -t cuda,nvtx --stats=true

NOTICE: Existing SQLite export found: report2.sqlite
        It is assumed file was previously exported from: report2.nsys-rep
        Consider using --force-export=true if needed.

Processing [report2.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)   Med (ns)   Min (ns)  Max (ns)   StdDev (ns)   Style                                                   Range                                                
      0.2         18308372       1631    11225.2    10219.0      8220      47766       3551.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/mlp/proj/PLUGIN_V2_Gemm_0                            
      0.2         18300416       1631    11220.4    10102.0      8429     176611       5675.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/attention/dense/PLUGIN_V2_Gemm_0                    
      0.2         18276724       1631    11205.8    10208.0      8388      43913       3605.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/mlp/proj/PLUGIN_V2_Gemm_0                            
      0.2         18270608       1631    11202.1    10141.0      8542      42483       3597.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/mlp/proj/PLUGIN_V2_Gemm_0                            
      0.2         18253565       1631    11191.6    10191.0      8375      70812       4000.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/attention/dense/PLUGIN_V2_Gemm_0                     
      0.2         18241506       1631    11184.2    10253.0      8372      38002       3416.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/attention/dense/PLUGIN_V2_Gemm_0                     
      0.2         18214060       1631    11167.4    10173.0      8401      47744       3565.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/attention/dense/PLUGIN_V2_Gemm_0                     
      0.2         18199826       1631    11158.7    10240.0      8419      45878       3337.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/attention/dense/PLUGIN_V2_Gemm_0                     
      0.2         18185627       1631    11150.0    10232.0      8297      52928       3579.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.2         18176371       1631    11144.3    10114.0      8492     114694       4335.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/attention/dense/PLUGIN_V2_Gemm_0                    
      0.2         18166491       1631    11138.3    10104.0      8477      44488       3618.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.2         18154000       1631    11130.6    10183.0      8480     118560       4218.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/mlp/proj/PLUGIN_V2_Gemm_0                            
      0.2         18149356       1631    11127.7    10193.0      8158      81362       3759.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/attention/dense/PLUGIN_V2_Gemm_0                    
      0.2         18148556       1631    11127.3    10174.0      8557      48273       3506.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/attention/dense/PLUGIN_V2_Gemm_0                     
      0.2         18116635       1631    11107.7    10182.0      8310      64561       3661.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.2         18089645       1631    11091.1    10183.0      8400      38402       3138.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/mlp/proj/PLUGIN_V2_Gemm_0                            
      0.1         18024512       1631    11051.2    10166.0      8469      63199       3466.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.1         18019638       1631    11048.2    10149.0      8504      53296       3503.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.1         18008724       1631    11041.5    10045.0      8295      49950       3616.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/20/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.1         18006596       1631    11040.2    10075.0      8405      53354       3757.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/attention/dense/PLUGIN_V2_Gemm_0                    
      0.1         18003501       1631    11038.3    10187.0      8416      69599       3450.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/attention/dense/PLUGIN_V2_Gemm_0                    
      0.1         17982468       1631    11025.4    10132.0      8146      44769       3369.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.1         17974751       1631    11020.7    10102.0      8342      45703       3311.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/mlp/proj/PLUGIN_V2_Gemm_0                            
      0.1         17954755       1631    11008.4    10101.0      8448      58777       3486.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/attention/dense/PLUGIN_V2_Gemm_0                     
      0.1         17924780       1631    10990.1    10058.0      8440      57822       3645.2  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.1         17922872       1631    10988.9    10173.0      8494      36116       3053.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.1         17911926       1631    10982.2    10054.0      8438      42242       3360.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/attention/dense/PLUGIN_V2_Gemm_0                    
      0.1         17856446       1631    10948.2    10100.0      8475      62481       3413.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/attention/dense/PLUGIN_V2_Gemm_0                    
      0.1         17843948       1631    10940.5    10009.0      8310      54060       3643.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/attention/dense/PLUGIN_V2_Gemm_0                    
      0.1         17783159       1631    10903.2    10077.0      8524      57568       3222.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/attention/dense/PLUGIN_V2_Gemm_0                    
      0.1         17777327       1631    10899.6    10013.0      8411      45151       3250.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/attention/dense/PLUGIN_V2_Gemm_0                    
      0.1         15201801       1631     9320.5     8431.0      6701      41710       3234.6  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/0/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         12639201       1631     7749.4     6861.0      5499      31959       3151.8  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/0/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         12579193       1631     7712.6     6598.0      5506     487116      12255.0  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/1/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         12407920       1631     7607.6     6802.0      5648      69884       3086.9  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/0/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         11776303       1631     7220.3     6378.0      5260     229129       6174.8  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/15/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         11687377       1631     7165.8     6323.0      5250     223676       6069.2  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/16/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         11634132       1631     7133.1     6157.0      5105     501113      12591.2  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/7/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         11583027       1631     7101.8     6136.0      5052     425158      10810.6  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/5/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11577551       1631     7098.4     6171.0      5065     472393      11809.4  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/15/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11497341       1631     7049.3     6318.0      5049      39053       2956.2  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/5/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         11484776       1631     7041.6     6302.0      5136      54550       3087.4  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/12/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         11466380       1631     7030.3     6295.0      5120      40245       3058.9  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/7/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         11463854       1631     7028.7     6317.0      5151     151357       4298.6  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/1/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         11455371       1631     7023.5     6161.0      5201     275993       7339.2  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/8/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11447569       1631     7018.7     6105.0      5046     429278      10794.7  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/22/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         11432298       1631     7009.4     6202.0      4986     231548       6222.6  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/6/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         11399647       1631     6989.4     6233.0      4965     309469       7930.0  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/19/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         11396344       1631     6987.3     6310.0      5043      40281       2794.3  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/11/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         11389285       1631     6983.0     6027.0      4917     404203      10296.7  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/20/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         11370119       1631     6971.3     6401.0      5105      33283       2282.7  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/7/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11364615       1631     6967.9     6224.0      5123     121709       3841.2  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/6/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         11359507       1631     6964.7     6226.0      4986      59892       3358.2  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/8/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         11357750       1631     6963.7     6258.0      5009      39005       2904.2  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/1/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         11351666       1631     6959.9     6318.0      5098      39724       2768.1  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/17/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         11330893       1631     6947.2     6114.0      4878     152537       4582.1  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/3/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         11330411       1631     6946.9     6216.0      5131     120518       3925.6  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/14/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11311091       1631     6935.1     6265.0      5089      38255       2749.8  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/16/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         11309286       1631     6934.0     6291.0      5035      50687       2770.2  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/2/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         11282433       1631     6917.5     6275.0      4995      30505       2750.9  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/4/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         11279202       1631     6915.5     6275.0      5220      32227       2640.3  PushPop   myelin-exec:BloomForCausalLM/transformer/ln_f/NORMALIZATION_0_firstCastBloomForCausalLM/transforme…
      0.1         11265966       1631     6907.4     6270.0      5079      43882       2688.7  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/4/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         11265709       1631     6907.2     6286.0      5117      33796       2609.9  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/8/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         11264518       1631     6906.5     6242.0      5167      28220       2539.3  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/10/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11260516       1631     6904.1     6175.0      5041      36520       2665.4  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/2/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         11254148       1631     6900.2     6138.0      5101     122715       3917.9  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/20/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11253773       1631     6899.9     6079.0      5081     321733       8195.8  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/17/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11248285       1631     6896.6     6225.0      5026      54335       2912.7  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/9/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         11245944       1631     6895.1     6264.0      5022      39621       2661.4  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/7/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         11244958       1631     6894.5     6294.0      5045      40599       2653.0  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/10/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         11238314       1631     6890.4     6238.0      4981      38967       2762.0  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/3/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         11231499       1631     6886.3     6281.0      5070      54356       2837.2  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/13/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         11218668       1631     6878.4     6167.0      5162      50228       2829.1  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/19/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         11214825       1631     6876.0     6198.0      4924      62705       3154.0  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/10/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         11210729       1631     6873.5     6149.0      4979     159904       4465.5  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/6/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11210371       1631     6873.3     6277.0      5053      53602       2858.3  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/11/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         11210021       1631     6873.1     6326.0      5122      32854       2344.5  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/1/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         11207282       1631     6871.4     6076.0      5053     233202       6322.0  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/11/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         11200082       1631     6867.0     6215.0      4769      38166       2827.1  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/12/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         11197694       1631     6865.5     6202.0      5081      45192       2666.1  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/11/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11191522       1631     6861.8     6192.0      4949     153807       4352.8  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/20/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         11188985       1631     6860.2     6263.0      5003      36456       2640.7  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/23/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         11185440       1631     6858.0     6117.0      5095     188877       5222.6  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/18/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11172530       1631     6850.1     6254.0      4991      41197       2597.9  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/3/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         11163951       1631     6844.9     6265.0      4928      57155       2581.0  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/13/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         11154964       1631     6839.3     6143.0      5083      41560       2799.4  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/8/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         11151400       1631     6837.2     6225.0      5127      26884       2503.3  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/2/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         11143634       1631     6832.4     6198.0      4979      35780       2666.1  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/5/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         11139411       1631     6829.8     6142.0      5042     145749       4181.8  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/23/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11134564       1631     6826.8     6080.0      5048      76082       3207.7  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/5/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         11134519       1631     6826.8     6146.0      5043      42996       2703.7  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/4/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         11125628       1631     6821.4     6089.0      4910      42783       2922.4  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/16/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11120781       1631     6818.4     6238.0      5035      34511       2629.4  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/9/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         11116744       1631     6815.9     6178.0      4948      46725       2846.3  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/18/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         11114869       1631     6814.8     6235.0      5128      26942       2436.7  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/20/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         11110983       1631     6812.4     6226.0      4985      43197       2627.1  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/6/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         11095076       1631     6802.6     6215.0      4975      29359       2507.4  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/15/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         11080552       1631     6793.7     6129.0      4964      60967       2883.3  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/21/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11076109       1631     6791.0     6191.0      4990      40134       2677.5  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/23/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         11072891       1631     6789.0     6254.0      5012      34396       2461.9  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/21/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         11060075       1631     6781.2     6162.0      5111      35651       2534.8  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/13/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11056283       1631     6778.8     6131.0      4966      26675       2498.2  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/13/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         11055653       1631     6778.5     6207.0      4972      32345       2411.0  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/17/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         11034874       1631     6765.7     6188.0      4820      38384       2612.1  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/14/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         11033329       1631     6764.8     6147.0      4811      27056       2299.7  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/2/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11032136       1631     6764.0     6182.0      5036      33867       2543.5  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/22/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         11027576       1631     6761.2     6228.0      4990      33294       2436.5  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/15/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         11027474       1631     6761.2     6184.0      4893      41176       2584.0  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/18/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         11015005       1631     6753.5     6226.0      5022      60101       2676.8  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/16/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         11008444       1631     6749.5     6046.0      4906      82190       3573.4  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/12/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         11005018       1631     6747.4     6110.0      5101      90120       3138.8  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/22/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10994416       1631     6740.9     6102.0      4919      36853       2688.6  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/10/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10982401       1631     6733.5     6136.0      5018      33189       2452.1  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/9/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10977210       1631     6730.4     6234.0      5113      44045       2360.9  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/21/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         10964792       1631     6722.7     6062.0      5063      30390       2497.6  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/4/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10963853       1631     6722.2     6237.0      5088      33034       2241.7  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/22/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         10956355       1631     6717.6     6130.0      5037      34479       2468.9  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/9/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         10950852       1631     6714.2     6005.0      5020      39111       2790.0  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/21/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10940892       1631     6708.1     6071.0      4841      29586       2452.5  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/12/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10934900       1631     6704.4     6213.0      5008      41402       2279.4  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/14/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10914977       1631     6692.2     6087.0      4932      63196       2754.6  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/19/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10908604       1631     6688.3     6010.0      5030      36077       2633.4  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/14/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10892443       1631     6678.4     6201.0      4877      36801       2204.8  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/19/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10855770       1631     6655.9     6028.0      4764      34943       2534.3  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/17/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10849684       1631     6652.2     6081.0      4961      44367       2470.0  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/18/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10822632       1631     6635.6     5943.0      4954      55842       2952.9  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/3/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10793504       1631     6617.7     5966.0      4933      53245       2697.2  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/23/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10588379       2058     5145.0     4866.5      2496      36027       1926.4  StartEnd  myelin-exec:myelinGraphResolveShapes                                                                
      0.1          9831684       1631     6028.0     5508.0      4378      33374       2258.7  PushPop   myelin-exec:BloomForCausalLM/transformer/ln_f/NORMALIZATION_0_epsilonShiftBloomForCausalLM/transfo…
      0.1          9666726         49   197280.1   189885.0    164626     378510      36835.3  StartEnd  myelin-exec:myelinGraphUnloadPersistent                                                             
      0.0          2333917       1631     1431.0     1324.0       924      23820        900.9  PushPop   TensorRT:Reformatting CopyNode for Network Input kv_cache_block_pointers                            
      0.0           967643       1631      593.3      540.0       380      17700        517.0  PushPop   TensorRT:Reformatting CopyNode for Network Input sequence_length                                    
      0.0           951509       1631      583.4      530.0       323      13536        523.7  PushPop   TensorRT:Reformatting CopyNode for Network Input cache_indirection                                  
      0.0           908198       1631      556.8      514.0       381      19918        496.9  PushPop   TensorRT:Reformatting CopyNode for Network Input host_kv_cache_block_pointers                       
      0.0           851830       1631      522.3      259.0       178     269178       6965.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/mlp/fc/CONSTANT_0                                    
      0.0           809556       1631      496.4      467.0       295       8548        231.8  PushPop   TensorRT:Reformatting CopyNode for Network Input context_lengths                                    
      0.0           775183       1631      475.3      446.0       304       5163        194.9  PushPop   TensorRT:Reformatting CopyNode for Network Input host_context_lengths                               
      0.0           761566       1631      466.9      422.0       302      17788        604.8  PushPop   TensorRT:Reformatting CopyNode for Network Input host_request_types                                 
      0.0           757767       1631      464.6      434.0       330       2661        131.0  PushPop   TensorRT:Reformatting CopyNode for Network Input host_sink_token_length                             
      0.0           749118       1631      459.3      416.0       291      17992        636.5  PushPop   TensorRT:Reformatting CopyNode for Network Input host_past_key_value_lengths                        
      0.0           685748       1631      420.4      395.0       287      13352        353.4  PushPop   TensorRT:Reformatting CopyNode for Network Input host_max_attention_window_sizes                    
      0.0           672206       1631      412.1      267.0       184     220542       5454.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/attention/CONSTANT_0                                
      0.0           618925       1631      379.5      320.0       191      18182        799.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/0/attention/qkv/CONSTANT_0                             
      0.0           579323       1631      355.2      261.0       171      21911       1037.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/attention/qkv/CONSTANT_0                             
      0.0           559429       1631      343.0      271.0       181      34290       1097.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/attention/CONSTANT_0                                 
      0.0           557615       1631      341.9      270.0       193      20548        941.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/6/mlp/proj/CONSTANT_0                                  
      0.0           527404       1631      323.4      269.0       186      18907        767.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/mlp/proj/CONSTANT_0                                  
      0.0           524963       1631      321.9      269.0       197      26628        885.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/attention/CONSTANT_0                                
      0.0           524655       1631      321.7      270.0       184      18835        747.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/attention/CONSTANT_0                                
