
NOTICE: Existing SQLite export found: report1.sqlite
        It is assumed file was previously exported from: report1.nsys-rep
        Consider using --force-export=true if needed.

Processing [report1.sqlite] with [/opt/nvidia/nsight-systems/2024.2.1/host-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances  Avg (ns)   Med (ns)   Min (ns)  Max (ns)   StdDev (ns)   Style                                                   Range                                                
      0.2         17195597       1631    10543.0     9901.0      8348      97511       3367.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/2/attention/dense/PLUGIN_V2_Gemm_0                     
      0.2         17175938       1631    10530.9     9824.0      8354     295953       7487.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/attention/dense/PLUGIN_V2_Gemm_0                    
      0.2         17164917       1631    10524.2     9819.0      8257     104513       3700.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.2         17151929       1631    10516.2     9902.0      8267      35525       2708.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/14/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.2         17149168       1631    10514.5     9726.0      8146     299193       7665.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/10/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.2         17120315       1631    10496.8     9613.0      8094     288670      10196.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/17/attention/dense/PLUGIN_V2_Gemm_0                    
      0.2         17063264       1631    10461.8     9844.0      8250      42983       2730.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/mlp/proj/PLUGIN_V2_Gemm_0                            
      0.2         17063067       1631    10461.7     9811.0      8271      52608       2966.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/16/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.2         17060753       1631    10460.3     9894.0      8330      49423       2659.6  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/attention/dense/PLUGIN_V2_Gemm_0                    
      0.2         17054187       1631    10456.3     9844.0      8309      58244       2891.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/attention/dense/PLUGIN_V2_Gemm_0                    
      0.2         17045864       1631    10451.2     9661.0      8088     231502       6611.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/attention/dense/PLUGIN_V2_Gemm_0                    
      0.2         16995767       1631    10420.5     9848.0      8379      36220       2494.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/attention/dense/PLUGIN_V2_Gemm_0                     
      0.2         16989348       1631    10416.5     9858.0      8305      34854       2517.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/attention/dense/PLUGIN_V2_Gemm_0                     
      0.2         16983929       1631    10413.2     9691.0      8291     290420       7378.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/11/attention/dense/PLUGIN_V2_Gemm_0                    
      0.2         16983264       1631    10412.8     9783.0      8233      84145       3320.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.2         16976974       1631    10408.9     9756.0      8229      88811       3305.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/mlp/proj/PLUGIN_V2_Gemm_0                            
      0.2         16964167       1631    10401.1     9864.0      8246      78084       2766.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/22/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.2         16960340       1631    10398.7     9660.0      8251     134755       4352.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/attention/dense/PLUGIN_V2_Gemm_0                    
      0.2         16895852       1631    10359.2     9721.0      8250      54149       2953.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/21/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.2         16892528       1631    10357.2     9778.0      8256      31658       2460.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/8/mlp/proj/PLUGIN_V2_Gemm_0                            
      0.2         16877535       1631    10348.0     9760.0      8249      39191       2729.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/mlp/proj/PLUGIN_V2_Gemm_0                            
      0.2         16823552       1631    10314.9     9810.0      8271      43426       2494.3  PushPop   TensorRT:BloomForCausalLM/transformer/layers/19/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.2         16809695       1631    10306.4     9790.0      8296      34026       2252.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/3/mlp/proj/PLUGIN_V2_Gemm_0                            
      0.1         16787819       1631    10293.0     9640.0      8132     188013       5074.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/attention/dense/PLUGIN_V2_Gemm_0                    
      0.1         16786815       1631    10292.3     9779.0      8174      39782       2404.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.1         16778197       1631    10287.1     9697.0      8153      33904       2511.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/mlp/proj/PLUGIN_V2_Gemm_0                           
      0.1         16770218       1631    10282.2     9681.0      8122      51234       2718.5  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/attention/dense/PLUGIN_V2_Gemm_0                    
      0.1         16756536       1631    10273.8     9684.0      8159      42152       2596.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/7/attention/dense/PLUGIN_V2_Gemm_0                     
      0.1         16745031       1631    10266.7     9627.0      8097     151239       4278.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/5/attention/dense/PLUGIN_V2_Gemm_0                     
      0.1         16697885       1631    10237.8     9662.0      8086      38675       2565.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/attention/dense/PLUGIN_V2_Gemm_0                     
      0.1         16648676       1631    10207.6     9690.0      8197      36769       2483.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/attention/dense/PLUGIN_V2_Gemm_0                    
      0.1         14173371       1631     8690.0     8084.0      6440     202253       5401.9  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/0/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         12213444       1631     7488.3     7037.0      5670      42900       2330.7  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/0/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         11824853       1631     7250.1     6713.0      5555      29775       2276.2  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/0/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         11285043       1631     6919.1     6317.0      5193     279365       8490.8  PushPop   myelin-exec:BloomForCausalLM/transformer/ln_f/NORMALIZATION_0_firstCastBloomForCausalLM/transforme…
      0.1         11081275       1631     6794.2     6129.0      4922     274014       9436.8  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/15/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         11070510       1631     6787.6     6124.0      4982     243772       7024.0  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/21/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         11027705       1631     6761.3     6264.0      5366      43233       2406.2  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/1/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         11010912       1631     6751.0     6220.0      5030     283626       7177.3  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/23/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10933243       1631     6703.4     6092.0      4945     395052      10079.0  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/18/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10904520       1631     6685.8     6056.0      4936     312478       8279.4  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/12/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10894509       1631     6679.6     6092.0      5137     274910       6977.4  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/16/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10885633       1631     6674.2     6045.0      4900     285875       7401.6  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/8/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         10875211       1631     6667.8     6045.0      5028     351066       8751.3  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/1/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         10856865       1631     6656.6     6276.0      5136      43086       2215.0  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/23/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10849451       1631     6652.0     6200.0      5032     104087       3073.6  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/2/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         10842834       1631     6648.0     6108.0      4896     245929       6261.5  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/3/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         10837254       1631     6644.5     6050.0      4844     244780       6626.4  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/7/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         10794628       1631     6618.4     6035.0      5074     284950       7184.3  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/13/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10750222       1631     6591.2     6179.0      4956     192400       4917.3  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/11/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10747655       1631     6589.6     6182.0      5137      43122       2144.3  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/2/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         10724631       1631     6575.5     6031.0      4814     293811       7430.3  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/20/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         10716052       1631     6570.2     6095.0      4869     292750       7326.2  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/19/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10713629       1631     6568.7     6185.0      5120      62191       2271.3  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/1/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         10712593       1631     6568.1     6198.0      4931      39941       1987.5  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/10/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10712391       1631     6568.0     6173.0      4962      33060       2018.9  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/1/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         10709110       1631     6566.0     6151.0      4907      93604       3000.2  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/4/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         10701387       1631     6561.2     6154.0      4893      88084       2838.7  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/15/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10696186       1631     6558.1     6111.0      4918      41451       2502.4  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/5/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         10683705       1631     6550.4     6030.0      5093     265463       6643.3  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/3/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10680943       1631     6548.7     6146.0      5009      39032       2166.6  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/8/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         10679378       1631     6547.7     6032.0      4854     262468       6685.8  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/22/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         10659352       1631     6535.5     6188.0      4997      38222       1958.1  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/12/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10653297       1631     6531.8     6134.0      4938      31871       2148.5  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/11/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10650331       1631     6529.9     6225.0      5039      31693       1844.7  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/9/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         10645495       1631     6527.0     6170.0      5192      29082       1811.4  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/21/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10645368       1631     6526.9     6152.0      4866      35553       1976.1  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/6/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         10644215       1631     6526.2     6049.0      4832     222344       5781.5  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/23/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         10638534       1631     6522.7     6011.0      4840     125125       4015.8  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/19/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10630823       1631     6518.0     6205.0      5280      37748       1704.2  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/20/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10623839       1631     6513.7     6091.0      4894      97909       2962.4  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/22/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10605087       1631     6502.2     6147.0      5010      78105       2380.7  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/3/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         10602646       1631     6500.7     5980.0      4903     305269       7624.9  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/8/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10598050       1631     6497.9     6130.0      4901     113629       3938.4  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/20/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10596744       1631     6497.1     6146.0      4949      62342       2269.8  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/7/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(P…
      0.1         10596227       1631     6496.8     6077.0      5071      35867       2171.3  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/15/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10590047       1631     6493.0     6049.0      4883     160005       4279.3  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/16/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         10578039       1631     6485.6     5995.0      4742     168291       4841.5  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/13/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         10577455       1631     6485.3     5997.0      5017     299077       7446.2  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/18/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10569911       1631     6480.6     6090.0      4905      82163       2665.0  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/22/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10567419       1631     6479.1     6031.0      4887     157035       4191.0  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/14/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10557587       1631     6473.1     6094.0      4971      44240       2146.1  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/23/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10547894       1631     6467.1     6161.0      5156      37041       1743.5  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/14/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10547732       1631     6467.0     6126.0      4928      23977       1777.7  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/16/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10540843       1631     6462.8     6142.0      5098      27475       1670.0  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/2/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10533053       1631     6458.0     6082.0      4857      37521       2270.0  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/10/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         10522224       1631     6451.4     6104.0      4798      34593       1905.4  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/14/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10521297       1631     6450.8     6085.0      4875      36799       1926.1  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/3/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         10516539       1631     6447.9     6127.0      4909      28419       1897.6  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/9/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         10512727       1631     6445.6     6144.0      4908      24706       1846.7  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/13/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10490048       1631     6431.7     6039.0      4917     102116       3056.8  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/19/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         10471304       1631     6420.2     6018.0      4968      72016       2552.9  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/5/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10462763       1631     6414.9     6100.0      4918      32557       1775.9  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/21/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10461967       1631     6414.4     6072.0      4894      35453       1972.2  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/5/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         10461036       1631     6413.9     6044.0      5083      36587       1930.4  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/12/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10460838       1631     6413.8     6005.0      5083      52988       2228.7  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/19/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10459193       1631     6412.7     6139.0      4934      39286       1634.5  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/22/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10456395       1631     6411.0     6002.0      4876      43763       2218.3  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/11/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10454923       1631     6410.1     5984.0      5013      87545       2705.0  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/9/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10451277       1631     6407.9     6063.0      5040      43331       2028.8  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/18/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10450341       1631     6407.3     6113.0      5041      24181       1501.4  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/8/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         10441627       1631     6402.0     6037.0      4978      37151       1907.0  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/7/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10439069       1631     6400.4     6006.0      4769      27964       2077.7  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/12/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         10435911       1631     6398.5     6040.0      4846      92403       2818.0  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/6/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         10432456       1631     6396.4     6038.0      4859     116369       3228.5  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/14/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         10432412       1631     6396.3     6034.0      4977      95452       2799.0  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/20/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10416222       1631     6386.4     5949.0      4960      68630       2497.8  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/6/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10395504       1631     6373.7     6010.0      4868      26887       1867.9  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/5/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         10380806       1631     6364.7     6111.0      4948      25526       1558.7  PushPop   TensorRT:PWN(PWN(BloomForCausalLM/transformer/layers/17/mlp/fc/ELEMENTWISE_SUM_0), PWN(PWN(PWN(PWN(…
      0.1         10377266       1631     6362.5     6019.0      4913      28294       1887.1  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/7/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         10374154       1631     6360.6     6047.0      4827      37693       1778.3  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/2/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         10366706       1631     6356.0     5971.0      4951      31152       1935.1  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/4/input_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10360295       1631     6352.1     6022.0      4965      32435       1756.4  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/15/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10356938       1631     6350.1     5961.0      4890      75303       2461.3  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/10/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10340172       1631     6339.8     6044.0      4998      32917       1702.9  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/13/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10336262       1631     6337.4     5990.0      4877      29586       1789.3  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/21/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10335981       1631     6337.2     6073.0      4889      28968       1608.5  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/18/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         10323761       1631     6329.7     5993.0      4926      30285       1829.3  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/16/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10322987       1631     6329.2     6014.0      4749      24386       1719.6  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/17/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         10313974       1631     6323.7     6031.0      4845      31659       1653.7  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/11/attention/qkv/ELEMENTWISE_SUM_0)                
      0.1         10307423       1631     6319.7     6015.0      4866      30775       1694.9  PushPop   TensorRT:PWN(BloomForCausalLM/transformer/layers/4/attention/qkv/ELEMENTWISE_SUM_0)                 
      0.1         10291878       1631     6310.2     6000.0      5008      26809       1570.9  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/4/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         10289582       1631     6308.8     5946.0      4976      28327       1944.6  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/10/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10287276       1631     6307.3     6000.0      4934      30200       1706.7  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/17/post_layernorm/NORMALIZATION_0_epsilonShiftBloo…
      0.1         10263014       1631     6292.5     5940.0      4861      27712       1652.5  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/6/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1         10222322       1631     6267.5     5968.0      4986      25450       1521.9  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/17/input_layernorm/NORMALIZATION_0_epsilonShiftBlo…
      0.1         10218529       1631     6265.2     5954.0      4946      27404       1657.3  PushPop   myelin-exec:BloomForCausalLM/transformer/layers/9/post_layernorm/NORMALIZATION_0_epsilonShiftBloom…
      0.1          9821464       1631     6021.7     5565.0      4442     248322       6243.0  PushPop   myelin-exec:BloomForCausalLM/transformer/ln_f/NORMALIZATION_0_epsilonShiftBloomForCausalLM/transfo…
      0.1          9650410         49   196947.1   183231.0    157728     349388      44787.0  StartEnd  myelin-exec:myelinGraphUnloadPersistent                                                             
      0.1          9473578       2058     4603.3     4305.5      2382      38786       1865.7  StartEnd  myelin-exec:myelinGraphResolveShapes                                                                
      0.0          2265001       1631     1388.7     1293.0       950      23965        886.6  PushPop   TensorRT:Reformatting CopyNode for Network Input kv_cache_block_pointers                            
      0.0           905340       1631      555.1      517.0       343      12159        368.5  PushPop   TensorRT:Reformatting CopyNode for Network Input sequence_length                                    
      0.0           814489       1631      499.4      463.0       329      21947        541.9  PushPop   TensorRT:Reformatting CopyNode for Network Input host_kv_cache_block_pointers                       
      0.0           809703       1631      496.4      460.0       340      12165        413.2  PushPop   TensorRT:Reformatting CopyNode for Network Input cache_indirection                                  
      0.0           764757       1631      468.9      420.0       290       9147        397.9  PushPop   TensorRT:Reformatting CopyNode for Network Input context_lengths                                    
      0.0           699283       1631      428.7      353.0       275      17927        647.5  PushPop   TensorRT:Reformatting CopyNode for Network Input host_request_types                                 
      0.0           693046       1631      424.9      392.0       304      16979        437.7  PushPop   TensorRT:Reformatting CopyNode for Network Input host_context_lengths                               
      0.0           676926       1631      415.0      346.0       277       8032        499.1  PushPop   TensorRT:Reformatting CopyNode for Network Input host_past_key_value_lengths                        
      0.0           656949       1631      402.8      349.0       271      17424        622.6  PushPop   TensorRT:Reformatting CopyNode for Network Input host_sink_token_length                             
      0.0           629336       1631      385.9      214.0       163     198116       4905.7  PushPop   TensorRT:BloomForCausalLM/transformer/layers/12/attention/qkv/CONSTANT_0                            
      0.0           606146       1631      371.6      343.0       268       1055         90.5  PushPop   TensorRT:Reformatting CopyNode for Network Input host_max_attention_window_sizes                    
      0.0           577211       1631      353.9      201.0       152     204754       5064.8  PushPop   TensorRT:BloomForCausalLM/transformer/layers/1/mlp/proj/CONSTANT_0                                  
      0.0           515457       1631      316.0      207.0       148      65151       1695.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/9/attention/CONSTANT_0                                 
      0.0           512773       1631      314.4      231.0       164      28306       1000.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/18/attention/qkv/CONSTANT_0                            
      0.0           512334       1631      314.1      278.0       192       7565        405.1  PushPop   TensorRT:BloomForCausalLM/transformer/layers/0/attention/qkv/CONSTANT_0                             
      0.0           506692       1631      310.7      232.0       164      18166        754.4  PushPop   TensorRT:BloomForCausalLM/transformer/layers/15/mlp/fc/CONSTANT_0                                   
      0.0           494508       1631      303.2      211.0       165      23333        988.0  PushPop   TensorRT:BloomForCausalLM/transformer/layers/4/attention/qkv/CONSTANT_0                             
      0.0           489725       1631      300.3      220.0       164      26105        796.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/23/mlp/fc/CONSTANT_0                                   
      0.0           485059       1631      297.4      216.0       152      37815       1153.9  PushPop   TensorRT:BloomForCausalLM/transformer/layers/13/mlp/proj/CONSTANT_0                                 
